Código,Data da venda,Prazo (dias),Preço_Venda,Volume_Venda,Código_Cliente,Código_Produto,Código_Cidade,Código_Vendedor
1071,12/6/2013,30,4.02,5566,4,5,1,1
1072,12/7/2013,45,5.56,1164,3,6,2,1
1073,12/8/2013,30,2.77,3794,2,7,2,1
1074,12/9/2013,30,9.6,1357,3,8,3,1
1075,12/10/2013,30,2.6,1835,4,1,3,1
1076,12/11/2013,30,4.02,1885,3,5,2,1
1077,12/12/2013,30,7.04,4369,2,2,1,1
1078,12/13/2013,45,4.02,6659,3,5,2,3
1079,12/14/2013,45,5.56,317,4,6,2,2
1080,12/15/2013,45,4.02,6387,3,5,2,1
1081,12/16/2013,45,5.56,1474,2,3,2,1
1082,12/17/2013,45,2.77,10,3,7,2,2
1083,12/18/2013,45,9.6,6508,4,8,4,3
1084,12/19/2013,60,4.02,8652,3,5,2,1
1085,12/20/2013,45,2.77,5483,2,3,1,1
1086,12/21/2013,60,2.77,1449,3,7,1,1
1087,12/22/2013,45,2.77,6676,4,3,2,3
1088,12/23/2013,60,9.6,5325,3,4,2,1
1089,12/24/2013,45,5.56,7866,2,6,2,1
1090,12/25/2013,45,4.02,2958,3,3,3,1
1091,12/26/2013,45,5.56,4408,4,6,3,1
1092,12/27/2013,30,2.77,974,3,7,2,1
1093,12/28/2013,45,5.56,1127,2,6,2,1
1094,12/29/2013,45,4.02,9428,3,5,3,1
1095,12/30/2013,30,5.56,9451,4,3,3,1
1096,12/31/2013,45,2.77,1524,3,7,2,1
1097,1/1/2014,45,9.6,1271,2,4,1,1
1098,1/2/2014,30,4.02,5466,3,5,3,4
1099,1/3/2014,45,2.77,7850,4,7,2,1
1100,1/4/2014,45,9.6,3196,3,4,2,1
1101,1/5/2014,30,2.77,1279,2,3,1,2
1102,1/6/2014,30,2.77,3261,3,7,2,1
1103,1/7/2014,45,5.56,4362,4,6,1,1
1104,1/8/2014,30,2.77,4850,3,7,1,2
1105,1/9/2014,45,9.6,4478,2,4,2,1
1106,1/10/2014,45,4.02,8339,3,5,2,1
1107,1/11/2014,60,2.77,2561,4,7,1,1
1108,1/12/2014,45,4.02,9533,3,5,2,1
1109,1/13/2014,45,2.77,3649,2,7,1,1
1110,1/14/2014,60,2.77,4013,3,3,1,1
1111,1/15/2014,45,7.04,3009,3,2,1,3
1112,1/16/2014,60,5.56,9404,2,8,2,2
1113,1/17/2014,60,2.6,3675,3,1,3,3
1114,1/18/2014,45,2.6,4280,4,1,2,1
1115,1/19/2014,45,2.77,9860,3,3,2,2
1116,1/20/2014,60,2.6,3495,2,8,2,1
1117,1/21/2014,45,7.04,8184,3,2,2,1
1118,1/22/2014,45,2.6,8141,3,1,2,2
1119,1/23/2014,60,4.02,6530,4,3,3,2
1120,1/24/2014,45,7.04,9785,3,2,1,1
1121,1/25/2014,45,4.02,4767,2,5,2,1
1122,1/26/2014,60,5.56,7411,3,6,3,2
1123,1/27/2014,45,4.02,9152,4,3,2,1
1124,1/28/2014,30,5.56,4616,3,6,1,1
1125,1/29/2014,45,7.04,8599,3,2,2,3
1126,1/30/2014,45,7.04,4389,2,2,1,3
1127,1/31/2014,30,7.04,3118,3,2,4,3
1128,2/1/2014,45,9.6,7718,4,4,3,4
1129,2/2/2014,30,2.6,3884,3,1,2,1
1130,2/3/2014,45,4.02,8930,2,5,4,1
1131,2/4/2014,45,2.6,3304,3,1,2,2
1132,2/5/2014,60,4.02,1380,4,8,3,2
1133,2/6/2014,45,7.04,2094,3,2,1,1
1134,2/7/2014,45,4.02,6783,2,5,2,1
1135,2/8/2014,60,5.56,7239,3,6,3,2
1136,2/9/2014,45,4.02,6765,4,3,2,1
1137,2/10/2014,45,5.56,4493,3,3,1,1
1138,2/11/2014,45,2.77,5564,2,7,2,1
1139,2/12/2014,30,4.02,4335,2,3,4,1
1140,2/13/2014,45,2.6,4498,3,1,2,2
1141,2/14/2014,45,4.02,3798,4,3,3,2
1142,2/15/2014,60,7.04,920,3,2,1,1
1143,2/16/2014,45,4.02,3555,2,5,2,1
1144,2/17/2014,60,2.6,4172,3,1,2,1
1145,2/18/2014,45,4.02,9666,2,5,4,1
1146,2/19/2014,45,2.6,4139,3,1,2,2
1147,2/20/2014,60,2.66,6737,1,1,1,1
1148,2/21/2014,45,7.04,8680,2,2,2,2
1149,2/22/2014,45,7.04,9855,3,2,3,3
1150,2/23/2014,60,7.04,3220,4,3,3,2
1151,2/24/2014,45,7.04,200,3,3,2,3
1152,2/25/2014,30,7.04,8093,2,3,1,3
1153,2/26/2014,45,7.04,754,3,2,4,3
1154,2/27/2014,45,9.6,3889,4,4,3,4
1155,2/28/2014,30,2.6,9903,3,1,2,1
1156,3/1/2014,45,4.02,9247,2,3,4,1
1157,3/2/2014,30,2.6,1935,3,1,2,2
1158,3/3/2014,30,4.02,2781,4,3,3,2
1159,3/4/2014,45,7.04,2237,3,2,1,1
1160,3/5/2014,45,4.02,5088,2,5,2,1
1161,3/6/2014,30,5.56,2010,3,6,3,2
1162,3/7/2014,45,4.02,2102,4,5,2,1
1163,3/8/2014,45,5.56,6478,3,3,1,1
1164,3/9/2014,45,2.77,4640,2,7,2,1
1165,3/10/2014,60,9.6,9501,3,4,1,4
1166,3/11/2014,45,4.02,682,4,5,4,1
1167,3/12/2014,60,2.77,6372,3,7,2,1
1168,3/13/2014,45,2.77,7780,2,8,2,1
1169,3/14/2014,60,2.6,9929,3,8,1,1
1170,3/15/2014,30,2.6,3238,4,1,2,1
1171,3/16/2014,45,7.04,1378,3,2,1,3
1172,3/17/2014,45,5.56,3950,2,8,2,2
1173,3/18/2014,45,2.6,6649,3,1,3,3
1174,3/19/2014,60,2.6,5227,4,1,2,1
1175,3/20/2014,45,2.77,2465,3,7,2,2
1176,3/21/2014,45,2.6,437,2,1,2,1
1177,3/22/2014,60,7.04,5926,3,2,2,1
1178,3/23/2014,45,2.6,1045,4,1,2,1
1179,3/24/2014,60,2.6,7396,3,1,1,1
1180,3/25/2014,60,2.77,9380,2,7,2,1
1181,3/26/2014,60,2.6,2187,3,1,4,1
1182,3/27/2014,60,4.02,8366,4,3,2,5
1183,3/28/2014,45,7.04,7795,3,2,2,1
1184,3/29/2014,45,4.02,217,2,5,2,1
1185,3/30/2014,45,5.56,3510,3,6,2,1
1186,3/31/2014,30,4.02,7490,4,5,1,1
1187,4/1/2014,45,5.56,4668,3,6,2,1
1188,4/2/2014,30,2.77,838,2,7,2,1
1189,4/3/2014,30,9.6,3117,3,8,3,1
1190,4/4/2014,30,2.6,5327,4,1,3,1
1191,4/5/2014,30,4.02,6146,3,5,2,1
1192,4/6/2014,30,7.04,6409,2,2,1,1
1193,4/7/2014,45,4.02,4827,3,5,2,3
1194,4/8/2014,45,5.56,9126,4,6,2,2
1195,4/9/2014,45,4.02,9217,3,5,2,1
1196,4/10/2014,45,5.56,4234,2,3,2,1
1197,4/11/2014,45,2.77,2952,3,7,2,2
1198,4/12/2014,45,9.6,4854,4,8,4,3
1199,4/13/2014,60,4.02,917,3,5,2,1
1200,4/14/2014,45,2.77,4707,2,3,1,1
1201,4/15/2014,60,2.77,2176,3,7,1,1
1202,4/16/2014,45,2.77,333,4,3,2,3
1203,4/17/2014,60,9.6,6479,3,4,2,1
1204,4/18/2014,45,5.56,3888,2,6,2,1
1205,4/19/2014,45,4.02,548,3,3,3,1
1206,4/20/2014,45,5.56,3737,4,6,3,1
1207,4/21/2014,30,2.77,5370,3,7,2,1
1208,4/22/2014,45,5.56,6922,2,6,2,1
1209,4/23/2014,45,4.02,4487,3,5,3,1
1210,4/24/2014,30,5.56,8305,4,3,3,1
1211,4/25/2014,45,2.77,8435,3,7,2,1
1212,4/26/2014,45,9.6,4644,2,4,1,1
1213,4/27/2014,30,4.02,3934,3,5,3,4
1214,4/28/2014,45,2.77,4353,4,7,2,1
1215,4/29/2014,45,9.6,3217,3,4,2,1
1216,4/30/2014,30,2.77,8339,2,3,1,2
1217,5/1/2014,30,2.77,8127,3,7,2,1
1218,5/2/2014,45,5.56,1812,4,6,1,1
1219,5/3/2014,30,2.77,220,3,7,1,2
1220,5/4/2014,45,9.6,6455,2,4,2,1
1221,5/5/2014,45,4.02,7351,3,5,2,1
1222,5/6/2014,60,2.77,3642,4,7,1,1
1223,5/7/2014,45,4.02,9948,3,5,2,1
1224,5/8/2014,45,2.77,475,2,7,1,1
1225,5/9/2014,60,2.77,1629,3,3,1,1
1226,5/10/2014,45,7.04,3485,3,2,1,3
1227,5/11/2014,60,5.56,4173,2,8,2,2
1228,5/12/2014,60,2.6,6386,3,1,3,3
1229,5/13/2014,45,2.6,563,4,1,2,1
1230,5/14/2014,45,2.77,4568,3,3,2,2
1231,5/15/2014,60,2.6,5415,2,8,2,1
1232,5/16/2014,45,7.04,6075,3,2,2,1
1233,5/17/2014,45,2.6,1472,3,1,2,2
1234,5/18/2014,60,4.02,9557,4,3,3,2
1235,5/19/2014,45,7.04,664,3,2,1,1
1236,5/20/2014,45,4.02,4910,2,5,2,1
1237,5/21/2014,60,5.56,1579,3,6,3,2
1238,5/22/2014,45,4.02,1185,4,3,2,1
1239,5/23/2014,30,5.56,1042,3,6,1,1
1240,5/24/2014,45,7.04,8617,3,2,2,3
1241,5/25/2014,45,7.04,9369,2,2,1,3
1242,5/26/2014,30,7.04,6413,3,2,4,3
1243,5/27/2014,45,9.6,4626,4,4,3,4
1244,5/28/2014,30,2.6,197,3,1,2,1
1245,5/29/2014,45,4.02,2616,2,5,4,1
1246,5/30/2014,45,2.6,3744,3,1,2,2
1247,5/31/2014,60,4.02,3308,4,8,3,2
1248,6/1/2014,45,7.04,2731,3,2,1,1
1249,6/2/2014,45,4.02,728,2,5,2,1
1250,6/3/2014,60,5.56,8498,3,6,3,2
1251,6/4/2014,45,4.02,1070,4,3,2,1
1252,6/5/2014,45,5.56,9852,3,3,1,1
1253,6/6/2014,45,2.77,4160,2,7,2,1
1254,6/7/2014,30,4.02,6678,2,3,4,1
1255,6/8/2014,45,2.6,532,3,1,2,2
1256,6/9/2014,45,4.02,2925,4,3,3,2
1257,6/10/2014,60,7.04,4163,3,2,1,1
1258,6/11/2014,45,4.02,8173,2,5,2,1
1259,6/12/2014,60,2.6,8541,3,1,2,1
1260,6/13/2014,45,4.02,6671,2,5,4,1
1261,6/14/2014,45,2.6,1041,3,1,2,2
1262,6/15/2014,60,2.66,2070,1,1,1,1
1263,6/16/2014,45,7.04,232,2,2,2,2
1264,6/17/2014,45,7.04,5874,3,2,3,3
1265,6/18/2014,60,7.04,464,4,3,3,2
1266,6/19/2014,45,7.04,3925,3,3,2,3
1267,6/20/2014,30,7.04,3624,2,3,1,3
1268,6/21/2014,45,7.04,771,3,2,4,3
1269,6/22/2014,45,9.6,3177,4,4,3,4
1270,6/23/2014,30,2.6,1378,3,1,2,1
1271,6/24/2014,45,4.02,1357,2,3,4,1
1272,6/25/2014,30,2.6,6261,3,1,2,2
1273,6/26/2014,30,4.02,8763,4,3,3,2
1274,6/27/2014,45,7.04,463,3,2,1,1
1275,6/28/2014,45,4.02,7652,2,5,2,1
1276,6/29/2014,30,5.56,1975,3,6,3,2
1277,6/30/2014,45,4.02,2987,4,5,2,1
1278,7/1/2014,45,5.56,6740,3,3,1,1
1279,7/2/2014,45,2.77,1660,2,7,2,1
1280,7/3/2014,60,9.6,6914,3,4,1,4
1281,7/4/2014,45,4.02,18,4,5,4,1
1282,7/5/2014,60,2.77,9675,3,7,2,1
1283,7/6/2014,45,2.77,1569,2,8,2,1
1284,7/7/2014,60,2.6,8009,3,8,1,1
1285,7/8/2014,30,2.6,7096,4,1,2,1
1286,7/9/2014,45,7.04,6100,3,2,1,3
1287,7/10/2014,45,5.56,7245,2,8,2,2
1288,7/11/2014,45,2.6,2652,3,1,3,3
1289,7/12/2014,60,2.6,8305,4,1,2,1
1290,7/13/2014,45,2.77,3969,3,7,2,2
1291,7/14/2014,45,2.6,1734,2,1,2,1
1292,7/15/2014,60,7.04,8704,3,2,2,1
1293,7/16/2014,45,2.6,1209,4,1,2,1
1294,7/17/2014,60,2.6,7359,3,1,1,1
1295,7/18/2014,60,2.77,6209,2,7,2,1
1296,7/19/2014,60,2.6,7855,3,1,4,1
1297,7/20/2014,60,4.02,3002,4,3,2,5
1298,7/21/2014,45,7.04,7017,3,2,2,1
1299,7/22/2014,45,4.02,9622,2,5,2,1
1300,7/23/2014,45,5.56,2250,3,6,2,1
1301,7/24/2014,30,4.02,7868,4,5,1,1
1302,7/25/2014,45,5.56,6386,3,6,2,1
1303,7/26/2014,30,2.77,7438,2,7,2,1
1304,7/27/2014,30,9.6,8866,3,8,3,1
1305,7/28/2014,30,2.6,782,4,1,3,1
1306,7/29/2014,30,4.02,1477,3,5,2,1
1307,7/30/2014,30,7.04,1163,2,2,1,1
1308,7/31/2014,45,4.02,7633,3,5,2,3
1309,8/1/2014,45,5.56,8854,4,6,2,2
1310,8/2/2014,45,4.02,711,3,5,2,1
1311,8/3/2014,45,5.56,9890,2,3,2,1
1312,8/4/2014,45,2.77,757,3,7,2,2
1313,8/5/2014,45,9.6,2426,4,8,4,3
1314,8/6/2014,60,4.02,4081,3,5,2,1
1315,8/7/2014,45,2.77,2984,2,3,1,1
1316,8/8/2014,60,2.77,1067,3,7,1,1
1317,8/9/2014,45,2.77,8065,4,3,2,3
1318,8/10/2014,60,9.6,4305,3,4,2,1
1319,8/11/2014,45,5.56,8030,2,6,2,1
1320,8/12/2014,45,4.02,3345,3,3,3,1
1321,8/13/2014,45,5.56,381,4,6,3,1
1322,8/14/2014,30,2.77,8948,3,7,2,1
1323,8/15/2014,45,5.56,8663,2,6,2,1
1324,8/16/2014,45,4.02,1996,3,5,3,1
1325,8/17/2014,30,5.56,4906,4,3,3,1
1326,8/18/2014,45,2.77,2353,3,7,2,1
1327,8/19/2014,45,9.6,7297,2,4,1,1
1328,8/20/2014,30,4.02,3374,3,5,3,4
1329,8/21/2014,45,2.77,9058,4,7,2,1
1330,8/22/2014,45,9.6,8452,3,4,2,1
1331,8/23/2014,30,2.77,8311,2,3,1,2
1332,8/24/2014,30,2.77,3479,3,7,2,1
1333,8/25/2014,45,5.56,9350,4,6,1,1
1334,8/26/2014,30,2.77,9911,3,7,1,2
1335,8/27/2014,45,9.6,3444,2,4,2,1
1336,8/28/2014,45,4.02,4320,3,5,2,1
1337,8/29/2014,60,2.77,5092,4,7,1,1
1338,8/30/2014,45,4.02,436,3,5,2,1
1339,8/31/2014,45,2.77,9999,2,7,1,1
1340,9/1/2014,30,7.04,7724,2,2,1,1
1341,9/2/2014,45,4.02,3959,3,5,2,3
1342,9/3/2014,45,5.56,3823,4,6,2,2
1343,9/4/2014,45,4.02,5723,3,5,2,1
1344,9/5/2014,45,5.56,4097,2,3,2,1
1345,9/6/2014,45,2.77,8950,3,7,2,2
1346,9/7/2014,45,9.6,5659,4,8,4,3
1347,9/8/2014,60,4.02,7835,3,5,2,1
1348,9/9/2014,45,2.77,8150,2,3,1,1
1349,9/10/2014,60,2.77,7431,3,7,1,1
1350,9/11/2014,45,2.77,557,4,3,2,3
1351,9/12/2014,60,9.6,8808,3,4,2,1
1352,9/13/2014,45,5.56,7630,2,6,2,1
1353,9/14/2014,45,4.02,7341,3,3,3,1
1354,9/15/2014,45,5.56,9234,4,6,3,1
1355,9/16/2014,30,2.77,5455,3,7,2,1
1356,9/17/2014,45,5.56,99,2,6,2,1
1357,9/18/2014,45,4.02,1210,3,5,3,1
1358,9/19/2014,30,5.56,252,4,3,3,1
1359,9/20/2014,45,2.77,7899,3,7,2,1
1360,9/21/2014,45,9.6,8304,2,4,1,1
1361,9/22/2014,30,4.02,2485,3,5,3,4
1362,9/23/2014,45,2.77,5182,4,7,2,1
1363,9/24/2014,45,9.6,9963,3,4,2,1
1364,9/25/2014,30,2.77,6019,2,3,1,2
1365,9/26/2014,30,2.77,4777,3,7,2,1
1366,9/27/2014,45,5.56,1558,4,6,1,1
1367,9/28/2014,30,2.77,177,3,7,1,2
1368,9/29/2014,45,9.6,9383,2,4,2,1
1369,9/30/2014,45,4.02,2525,3,5,2,1
1370,10/1/2014,60,2.77,6025,4,7,1,1
1371,10/2/2014,45,4.02,3096,3,5,2,1
1372,10/3/2014,45,2.77,5510,2,7,1,1
1373,10/4/2014,60,9.6,1199,3,4,2,1
1374,10/5/2014,45,5.56,5622,2,6,2,1
1375,10/6/2014,45,4.02,3531,3,3,3,1
1376,10/7/2014,45,5.56,5468,4,6,3,1
1377,10/8/2014,30,2.77,33,3,7,2,1
1378,10/9/2014,45,5.56,1238,2,6,2,1
1379,10/10/2014,45,4.02,1335,3,5,3,1
1380,10/11/2014,30,5.56,2869,4,3,3,1
1381,10/12/2014,45,2.77,2593,3,7,2,1
1382,10/13/2014,45,9.6,3726,2,4,1,1
1383,10/14/2014,30,4.02,3187,3,5,3,4
1384,10/15/2014,45,2.77,5408,4,7,2,1
1385,10/16/2014,45,9.6,9033,3,4,2,1
1386,10/17/2014,30,2.77,9873,2,3,1,2
1387,10/18/2014,30,2.77,6658,3,7,2,1
1388,10/19/2014,45,5.56,5164,4,6,1,1
1389,10/20/2014,30,2.77,3588,3,7,1,2
1390,10/21/2014,45,9.6,5301,2,4,2,1
1391,10/22/2014,45,4.02,2811,3,5,2,1
1392,10/23/2014,60,2.77,8576,4,7,1,1
1393,10/24/2014,45,4.02,2791,3,5,2,1
1394,10/25/2014,45,2.77,5012,2,7,1,1
1395,10/26/2014,30,7.04,9594,2,2,1,1
1396,10/27/2014,45,4.02,9684,3,5,2,3
1397,10/28/2014,45,5.56,3154,4,6,2,2
1398,10/29/2014,45,4.02,8245,3,5,2,1
1399,10/30/2014,45,5.56,9973,2,3,2,1
1400,10/31/2014,45,2.77,4773,3,7,2,2
1401,11/1/2014,45,9.6,4424,4,8,4,3
1402,11/2/2014,60,4.02,4193,3,5,2,1
1403,11/3/2014,45,2.77,3553,2,3,1,1
1404,11/4/2014,60,2.77,5101,3,7,1,1
1405,11/5/2014,45,2.77,1020,4,3,2,3
1406,11/6/2014,60,9.6,384,3,4,2,1
1407,11/7/2014,45,5.56,7468,2,6,2,1
1408,11/8/2014,45,4.02,5328,3,3,3,1
1409,11/9/2014,45,5.56,1528,4,6,3,1
1410,11/10/2014,30,2.77,1301,3,7,2,1
1411,11/11/2014,45,5.56,164,2,6,2,1
1412,11/12/2014,45,4.02,6280,3,5,3,1
1413,11/13/2014,30,5.56,700,4,3,3,1
1414,11/14/2014,45,2.77,747,3,7,2,1
1415,11/15/2014,45,9.6,9240,2,4,1,1
1416,11/16/2014,30,4.02,5392,3,5,3,4
1417,11/17/2014,45,2.77,6795,4,7,2,1
1418,11/18/2014,45,9.6,8931,3,4,2,1
1419,11/19/2014,30,2.77,2274,2,3,1,2
1420,11/20/2014,30,2.77,9549,3,7,2,1
1421,11/21/2014,45,5.56,6131,4,6,1,1
1422,11/22/2014,30,2.77,9615,3,7,1,2
1423,11/23/2014,45,9.6,1896,2,4,2,1
1424,11/24/2014,45,4.02,639,3,5,2,1
1425,11/25/2014,60,2.77,3287,4,7,1,1
1426,11/26/2014,45,4.02,288,3,5,2,1
1427,11/27/2014,45,2.77,1528,2,7,1,1
1428,11/28/2014,60,2.66,3337,1,1,1,1
1429,11/29/2014,45,7.04,9722,2,2,2,2
1430,11/30/2014,45,7.04,2685,3,2,3,3
1431,12/1/2014,60,7.04,6740,4,3,3,2
1432,12/2/2014,45,7.04,6892,3,3,2,3
1433,12/3/2014,30,7.04,8838,2,3,1,3
1434,12/4/2014,45,7.04,3354,3,2,4,3
1435,12/5/2014,45,9.6,2427,4,4,3,4
1436,12/6/2014,30,2.6,6860,3,1,2,1
1437,12/7/2014,45,4.02,9906,2,3,4,1
1438,12/8/2014,30,2.6,9496,3,1,2,2
1439,12/9/2014,30,4.02,2699,4,3,3,2
1440,12/10/2014,45,7.04,7126,3,2,1,1
1441,12/11/2014,45,4.02,2192,2,5,2,1
1442,12/12/2014,30,5.56,4870,3,6,3,2
1443,12/13/2014,45,4.02,1870,4,5,2,1
1444,12/14/2014,45,5.56,419,3,3,1,1
1445,12/15/2014,45,2.77,5316,2,7,2,1
1446,12/16/2014,60,9.6,5517,3,4,1,4
1447,12/17/2014,45,4.02,5888,4,5,4,1
1448,12/18/2014,60,2.77,9222,3,7,2,1
1449,12/19/2014,45,2.77,3267,2,8,2,1
1450,12/20/2014,60,2.6,6156,3,8,1,1
1451,12/21/2014,30,2.6,6862,4,1,2,1
1452,12/22/2014,45,7.04,4327,3,2,1,3
1453,12/23/2014,45,5.56,740,2,8,2,2
1454,12/24/2014,45,2.6,3608,3,1,3,3
1455,12/25/2014,60,2.6,9911,4,1,2,1
1456,12/26/2014,45,2.77,3256,3,7,2,2
1457,12/27/2014,45,2.6,7523,2,1,2,1
1458,12/28/2014,60,7.04,2064,3,2,2,1
1459,12/29/2014,45,2.6,4805,4,1,2,1
1460,12/30/2014,60,2.6,232,3,1,1,1
1461,12/31/2014,60,2.77,4296,2,7,2,1
1462,1/1/2015,60,2.66,7460,1,1,1,1
1463,1/2/2015,45,7.04,3731,2,2,2,2
1464,1/3/2015,45,7.04,7297,3,2,3,3
1465,1/4/2015,60,7.04,6235,4,3,3,2
1466,1/5/2015,45,7.04,8402,3,3,2,3
1467,1/6/2015,30,7.04,7615,2,3,1,3
1468,1/7/2015,45,7.04,3840,3,2,4,3
1469,1/8/2015,45,9.6,5940,4,4,3,4
1470,1/9/2015,30,2.6,5096,3,1,2,1
1471,1/10/2015,45,4.02,7904,2,3,4,1
1472,1/11/2015,30,2.6,9136,3,1,2,2
1473,1/12/2015,30,4.02,6522,4,3,3,2
1474,1/13/2015,45,7.04,6342,3,2,1,1
1475,1/14/2015,45,4.02,4191,2,5,2,1
1476,1/15/2015,30,5.56,6956,3,6,3,2
1477,1/16/2015,45,4.02,2995,4,5,2,1
1478,1/17/2015,45,5.56,8483,3,3,1,1
1479,1/18/2015,45,2.77,9431,2,7,2,1
1480,1/19/2015,60,9.6,821,3,4,1,4
1481,1/20/2015,45,4.02,5677,4,5,4,1
1482,1/21/2015,60,2.77,7725,3,7,2,1
1483,1/22/2015,45,2.77,5860,2,8,2,1
1484,1/23/2015,60,2.6,8890,3,8,1,1
1485,1/24/2015,30,2.6,1675,4,1,2,1
1486,1/25/2015,45,7.04,7259,3,2,1,3
1487,1/26/2015,45,5.56,1937,2,8,2,2
1488,1/27/2015,45,2.6,8664,3,1,3,3
1489,1/28/2015,60,2.6,8016,4,1,2,1
1490,1/29/2015,45,2.77,693,3,7,2,2
1491,1/30/2015,45,2.6,9281,2,1,2,1
1492,1/31/2015,60,7.04,4103,3,2,2,1
1493,2/1/2015,45,2.6,6459,4,1,2,1
1494,2/2/2015,60,2.6,9121,3,1,1,1
1495,2/3/2015,60,2.77,3015,2,7,2,1
1496,2/4/2015,60,2.6,5114,3,1,4,1
1497,2/5/2015,60,4.02,5274,4,3,2,5
1498,2/6/2015,45,7.04,2984,3,2,2,1
1499,2/7/2015,45,4.02,2873,2,5,2,1
1500,2/8/2015,45,5.56,6799,3,6,2,1
1501,2/9/2015,30,4.02,1350,4,5,1,1
1502,2/10/2015,45,5.56,1958,3,6,2,1
1503,2/11/2015,30,2.77,3847,2,7,2,1
1504,2/12/2015,30,9.6,2953,3,8,3,1
1505,2/13/2015,30,2.6,875,4,1,3,1
1506,2/14/2015,30,4.02,6815,3,5,2,1
1507,2/15/2015,30,7.04,6669,2,2,1,1
1508,2/16/2015,45,4.02,2566,3,5,2,3
1509,2/17/2015,45,5.56,1065,4,6,2,2
1510,2/18/2015,45,4.02,3660,3,5,2,1
1511,2/19/2015,45,5.56,400,2,3,2,1
1512,2/20/2015,45,2.77,6913,3,7,2,2
1513,2/21/2015,45,9.6,2065,4,8,4,3
1514,2/22/2015,60,4.02,3382,3,5,2,1
1515,2/23/2015,45,2.77,10144,2,3,1,1
1516,2/24/2015,60,2.77,9291,3,7,1,1
1517,2/25/2015,45,2.77,9463,4,3,2,3
1518,2/26/2015,60,9.6,5783,3,4,2,1
1519,2/27/2015,45,5.56,7884,2,6,2,1
1520,2/28/2015,45,4.02,6400,3,3,3,1
1521,3/1/2015,45,5.56,7858,4,6,3,1
1522,3/2/2015,30,2.77,7683,3,7,2,1
1523,3/3/2015,45,5.56,5435,2,6,2,1
1524,3/4/2015,45,4.02,8418,3,5,3,1
1525,3/5/2015,30,5.56,10244,4,3,3,1
1526,3/6/2015,45,2.77,3859,3,7,2,1
1527,3/7/2015,45,9.6,1299,2,4,1,1
1528,3/8/2015,30,4.02,5877,3,5,3,4
1529,3/9/2015,45,2.77,5376,4,7,2,1
1530,3/10/2015,45,9.6,4288,3,4,2,1
1531,3/11/2015,30,2.77,4033,2,3,1,2
1532,3/12/2015,30,2.77,4537,3,7,2,1
1533,3/13/2015,45,5.56,2866,4,6,1,1
1534,3/14/2015,30,2.77,3126,3,7,1,2
1535,3/15/2015,45,9.6,9925,2,4,2,1
1536,3/16/2015,45,4.02,3440,3,5,2,1
1537,3/17/2015,60,2.77,6201,4,7,1,1
1538,3/18/2015,45,4.02,834,3,5,2,1
1539,3/19/2015,45,2.77,2146,2,7,1,1
1540,3/20/2015,60,2.77,5253,3,3,1,1
1541,3/21/2015,45,7.04,297,3,2,1,3
1542,3/22/2015,60,5.56,1391,2,8,2,2
1543,3/23/2015,60,2.6,6541,3,1,3,3
1544,3/24/2015,45,2.6,6618,4,1,2,1
1545,3/25/2015,45,2.77,2590,3,3,2,2
1546,3/26/2015,60,2.6,458,2,8,2,1
1547,3/27/2015,45,7.04,9768,3,2,2,1
1548,3/28/2015,45,2.6,8796,3,1,2,2
1549,3/29/2015,60,4.02,8659,4,3,3,2
1550,3/30/2015,45,7.04,9479,3,2,1,1
1551,3/31/2015,45,4.02,1583,2,5,2,1
1552,4/1/2015,60,5.56,8946,3,6,3,2
1553,4/2/2015,45,4.02,6845,4,3,2,1
1554,4/3/2015,30,5.56,1945,3,6,1,1
1555,4/4/2015,45,7.04,2337,3,2,2,3
1556,4/5/2015,45,7.04,2429,2,2,1,3
1557,4/6/2015,30,7.04,8357,3,2,4,3
1558,4/7/2015,45,9.6,1378,4,4,3,4
1559,4/8/2015,30,2.6,6718,3,1,2,1
1560,4/9/2015,45,4.02,347,2,5,4,1
1561,4/10/2015,45,2.6,682,3,1,2,2
1562,4/11/2015,60,4.02,9181,4,8,3,2
1563,4/12/2015,45,7.04,1256,3,2,1,1
1564,4/13/2015,45,4.02,3270,2,5,2,1
1565,4/14/2015,60,5.56,3799,3,6,3,2
1566,4/15/2015,45,4.02,2470,4,3,2,1
1567,4/16/2015,45,5.56,4910,3,3,1,1
1568,4/17/2015,45,2.77,2352,2,7,2,1
1569,4/18/2015,30,4.02,3249,2,3,4,1
1570,4/19/2015,45,2.6,9628,3,1,2,2
1571,4/20/2015,45,4.02,5933,4,3,3,2
1572,4/21/2015,60,7.04,6438,3,2,1,1
1573,4/22/2015,45,4.02,1359,2,5,2,1
1574,4/23/2015,60,2.6,1878,3,1,2,1
1575,4/24/2015,45,4.02,1201,2,5,4,1
1576,4/25/2015,45,2.6,7578,3,1,2,2
1577,4/26/2015,60,2.66,8237,1,1,1,1
1578,4/27/2015,45,7.04,381,2,2,2,2
1579,4/28/2015,45,7.04,279,3,2,3,3
1580,4/29/2015,60,7.04,8189,4,3,3,2
1581,4/30/2015,45,7.04,2833,3,3,2,3
1582,5/1/2015,30,7.04,9059,2,3,1,3
1583,5/2/2015,45,7.04,877,3,2,4,3
1584,5/3/2015,45,9.6,9661,4,4,3,4
1585,5/4/2015,30,2.6,1894,3,1,2,1
1586,5/5/2015,45,4.02,7149,2,3,4,1
1587,5/6/2015,30,2.6,3685,3,1,2,2
1588,5/7/2015,30,4.02,9429,4,3,3,2
